,price
70360,12100
20627,11499
40862,45898
63241,23995
4750,10490
68029,5995
58550,16299
61259,8795
29313,17067
46405,24690
73540,62990
45236,14495
17903,15790
4345,12456
69999,29999
61605,33842
73022,7499
8701,14888
23511,10930
64728,12500
14553,13498
69325,12995
30023,25995
51574,9990
5239,11995
62857,20750
20625,8000
72061,27791
71415,12500
25309,12200
64685,12250
45512,21995
18549,14200
26421,11650
9142,28490
74381,10799
59845,5780
9139,3695
70393,20990
55328,39099
68007,9399
53346,18999
51450,10589
64560,10499
33108,17750
15774,27000
19888,28995
34677,26480
13277,33313
75722,25419
15262,11588
70944,6999
53819,18498
66245,7250
26447,20988
44794,13995
24223,13400
23128,8000
18328,23990
54598,7695
38898,11495
45853,10795
10372,7600
12861,8495
44508,16500
45903,27495
8438,21490
6670,9878
44741,12990
63009,16000
52581,18995
75783,6880
18365,18900
25067,16995
12839,11000
47102,8995
14048,17690
34600,11899
3023,20995
51357,18290
57466,15750
36299,20950
22133,32480
51484,23780
11249,6999
39773,9552
51094,69995
8314,14390
29170,9350
1034,16991
36504,8450
69775,19991
9286,10495
41805,13999
62525,20398
51947,19990
4008,29890
27337,24450
41354,14550
63916,22999
61723,15950
22799,10995
21505,38999
18567,11484
54020,19390
25858,13270
5484,12450
1553,49980
35167,47898
35821,18499
5604,18490
57871,10850
44692,22992
42376,14797
32807,20999
72781,9998
30069,13990
3246,26000
39779,26972
34839,9490
12565,11610
365,24990
61215,19480
65072,25990
27530,23890
37071,12000
61304,9500
49414,13831
35685,6300
6898,9399
2671,11400
71847,6498
50169,8200
13846,11250
45573,16995
37270,20991
6234,14995
66981,12400
61482,15689
34874,25399
70923,25980
13977,12995
9663,21990
65823,38990
73767,17990
69617,22000
45184,9026
18675,17499
13536,31990
51138,10495
70778,11999
46157,17995
48845,12495
67043,18999
4012,23745
59478,12685
48722,5450
29566,13498
9352,11990
30961,25599
64669,21299
14233,9700
41391,12698
73158,10499
10805,29344
32737,12490
62433,9495
50199,11000
30979,27400
43153,17295
57856,14699
59123,8999
10328,5191
50399,28995
68453,14400
11374,23995
49908,7995
2891,2488
13515,17595
17877,14599
38628,7990
17926,8198
34831,22499
16703,18850
32825,27480
47100,30599
57967,2995
24677,26748
66001,12766
54375,8092
65272,49950
74002,9000
40855,22699
18755,12810
10705,20999
52392,8798
66718,24900
45253,31499
29022,8450
69669,10332
61383,16394
51592,12499
56945,8500
2060,11000
37341,16315
33405,14788
62291,25449
18846,12000
53088,9990
44498,5499
13565,16990
56156,20745
17871,9994
7969,12995
47371,10999
44008,8995
16031,14799
12833,21495
52685,8692
14711,14498
11682,46000
5614,14775
39710,15999
1910,14490
17517,10484
57469,17000
40772,18400
21601,11795
66384,16290
16429,5990
13395,18490
61341,20990
12400,41000
56541,13900
37218,16445
29886,5290
72134,18300
52154,10250
56403,12991
23577,25995
37079,21480
68220,21469
37819,13500
482,10500
13642,8498
4045,7450
39277,24700
67470,9995
53853,6650
48148,32940
75351,13498
54796,12842
64401,26950
33576,28490
27983,16991
22567,9160
16696,8980
34059,16100
63851,9899
24984,30972
29731,13000
24066,14391
74572,19902
63627,6490
73395,7991
63385,8999
30604,19054
58811,18511
66063,13995
10939,30499
71691,15940
20496,18995
65640,11860
6408,6495
38051,6130
68436,7485
71974,6450
53846,20875
75889,9498
8931,21990
10534,9495
65000,18995
9043,23998
21388,10495
29545,11295
14676,11998
9518,7950
64860,10495
9473,10390
46026,9791
62290,19499
3743,9500
62280,19000
27584,17999
19675,17495
28965,11990
74653,10995
68103,14499
56475,7500
71379,20442
34525,12891
20787,15660
41812,6970
30982,7830
18024,17322
7501,32499
50113,55995
19921,11491
59785,30995
9578,13499
57162,12400
15878,32490
53379,11991
55767,28800
72697,22500
57384,25444
60870,7499
19108,7498
61013,10495
16101,7995
32001,7190
54457,12000
8728,8200
42183,9399
4058,28995
75036,12489
905,11490
41156,15952
23363,22795
64760,26995
53632,23700
61927,6800
31760,13291
16747,12000
53789,9000
66551,9495
6831,16950
31576,16500
59181,9279
24771,13298
47998,11995
56175,9999
75475,21995
16905,13490
34980,15765
37189,16700
1404,28795
47561,27995
62317,12500
28120,8999
43005,9990
7047,19230
54526,13690
25850,14891
2178,22988
48497,11450
71978,16295
27534,6500
39758,18499
67341,13359
18066,18695
2387,20640
31902,13998
51492,19034
44052,29995
27698,26991
49049,7000
61512,16498
72477,7995
68455,21498
15709,11485
31377,5891
10422,9000
64734,26990
30460,9990
68897,9700
45693,10498
13196,17086
59260,9782
43230,9793
40485,8750
42246,19790
14291,9620
54378,17270
21750,5981
34890,9495
45339,9795
25520,12495
15068,4800
58097,13494
8428,11399
6056,11990
50537,10650
49969,10495
55797,31998
70759,13000
22809,13199
69772,49990
40574,8990
56866,17980
50344,10470
29068,13600
19146,24900
54339,12298
12533,26250
75619,8000
75229,27444
70368,26495
8424,2645
21806,9600
63211,18800
69881,11671
41831,15900
49771,17672
34024,8991
14395,20590
69848,21850
46433,10700
55475,11149
63011,13990
52588,42500
13710,12000
54104,40245
20538,9299
67061,20499
6442,20000
47158,8620
69716,19990
53156,11000
71276,17571
65196,13908
15,19491
55381,27490
17647,23836
50765,22980
39137,11690
23148,7495
7252,10495
878,8995
48596,9498
44283,6000
41665,9099
41716,12998
1739,7799
38512,38000
7399,35495
52010,25480
37709,13750
57734,5991
47869,7995
22705,26972
15736,15000
73909,25799
56105,7998
56780,10999
54871,28900
62908,29549
5969,12450
73723,14495
15245,10391
23057,22000
61916,24099
50639,12799
6657,19998
19204,27490
13550,23999
13226,12550
19540,11250
54966,12770
37353,10600
46385,5350
45630,7000
60653,14950
39576,6750
30712,7350
29263,33000
12457,26832
26797,13000
62924,14000
6841,9000
48876,24810
888,12890
18380,19900
38522,27832
34499,6727
5509,9995
3120,27699
45270,6190
10035,34449
50595,26099
37710,16666
10219,10495
1091,32000
44100,9991
74598,9498
9555,64789
51853,3490
30465,10000
8352,26876
30300,7498
66758,14750
56966,16499
21442,10400
71093,7850
67917,20600
38662,14498
69568,9500
10174,32069
54004,13599
69897,12989
64269,36539
32222,11899
23738,11990
74466,17532
68140,5498
68863,35950
58175,11300
44995,6700
12996,18498
23206,4990
69365,37990
4423,11990
4614,10598
40543,23400
20034,17780
45870,15498
9714,16810
42731,9999
22695,8000
41502,10298
2485,8899
65977,12399
48605,17790
19180,10798
28496,15499
34014,8389
19464,12450
13860,15999
15235,29980
18669,20950
29029,8800
67350,22000
29321,8500
30891,57980
4544,25748
43975,23980
22368,8500
44842,18499
73639,29099
52328,29990
32425,19000
32004,43199
61182,10799
43724,10995
73263,12541
39901,6995
58343,36390
67502,7637
37059,10000
9716,17470
37511,11298
40138,7499
46219,14000
13478,6299
65103,10350
37574,16660
60894,17999
56470,9798
13537,30999
3320,16730
43666,22871
49679,17499
55602,9350
11317,18500
59639,12495
57317,7999
18401,28450
17291,9495
33278,5790
48295,28990
7766,21950
59288,20000
7114,7652
10817,8395
63093,33719
17448,28988
74759,12995
18506,19491
8257,18898
41255,10390
15917,12495
74051,7699
52344,25490
33800,17980
23536,48799
35106,27925
10535,7450
25703,28995
66462,31790
4258,6995
39300,8999
75623,28815
56700,12500
56052,8390
51951,6074
58674,8798
55848,24245
20982,11100
13183,10480
36646,15495
60281,8691
38745,7995
39708,15700
20136,29990
10185,7495
57827,10999
71485,17995
58830,24995
6668,13500
69509,19995
62646,29498
8050,18990
58115,18700
33410,10000
47368,11299
7331,9991
43390,13000
47120,11990
54829,8200
10265,29480
50436,14980
5272,9500
21236,15395
72543,16500
52479,16950
72244,6995
69163,15690
64758,16200
72374,10372
34482,15950
17701,15999
19534,15699
48073,2450
22949,22949
51944,17998
49139,34932
52631,24490
55436,28896
34250,16290
45933,13900
10208,15000
45489,23899
61072,12995
56284,9998
9085,32245
8753,18991
12873,19250
56034,25595
54968,21991
44875,10489
4369,4500
66969,14470
55380,27036
53650,31690
49191,6798
51390,1495
67292,12998
43899,26990
73646,20232
13266,11499
9742,13995
52076,13995
74924,26995
35982,15498
58657,24995
29241,23700
73834,25000
3761,24300
41653,7998
8696,22990
2928,13000
14789,14199
68245,17995
55412,7999
13707,18800
2470,9998
75543,5495
48796,15000
53666,9500
30578,9750
40300,24499
3199,14499
41296,17990
34797,10498
72435,17995
69451,7800
73780,11499
53188,12391
39723,6530
43182,18891
24999,8282
33237,25995
75010,16000
34809,13480
37643,54990
24209,9999
12251,9495
8040,24999
65059,20990
35434,9000
54958,10800
14536,10290
63634,13875
67842,17488
73145,56795
55236,8995
26562,16940
33754,7830
20411,11200
9192,5998
33838,8695
58110,8991
36514,12495
70852,36750
44691,8498
68285,17498
26490,10290
68399,20995
31203,11300
52295,13495
18451,8988
69601,11495
40028,8690
73797,6970
30682,26500
57542,12000
18148,20657
39156,46666
36650,7999
62595,8795
26669,13899
50717,23290
11901,15000
17634,10880
24130,34452
66270,15990
2887,28800
32841,8195
49877,9122
26121,14499
62459,16499
6544,26999
10252,10890
18097,24990
43119,19332
24070,10290
7427,33699
43784,25999
29606,9000
65426,27440
68028,20295
15788,31950
32082,20740
54281,14989
49743,18990
70401,15690
73667,14490
657,16999
45140,9950
42047,4495
64940,19490
24690,11990
43603,6950
20100,10000
56346,20850
70855,10995
32799,13490
68092,30495
1795,27199
15305,15470
32521,11655
45930,11499
68216,7995
32520,11100
41949,13995
55813,11750
52966,11400
35149,11298
71425,8995
44812,31500
61422,22794
36965,47995
25489,29750
20930,16299
23626,14998
17922,16475
70663,9300
3611,8334
74754,8699
17408,15280
19636,12790
68644,11995
15281,20995
34422,6772
30407,7465
31466,9812
57073,24220
52074,21480
25147,12455
59625,32250
39661,9900
55231,10800
66594,13995
54472,12000
32736,29899
71190,26980
13224,9550
49713,14899
29964,10799
54305,7500
24581,20399
48714,6494
45076,5899
67444,22995
29612,8995
42230,14995
51919,10398
10735,10990
25461,12570
2336,24999
55685,14498
23646,34199
33324,9450
65721,9995
28927,12800
52067,36990
13545,18300
31972,24290
70323,11998
57979,18296
58759,21941
6575,20599
10418,4910
30384,8430
8112,31999
37631,17500
3660,18998
28987,22900
45388,16999
74296,15340
14725,22295
59869,12895
37302,13488
16552,4490
42799,25000
73757,33999
44202,15000
72029,14000
17401,26990
56902,11990
10620,27500
24972,23000
50974,8999
59947,8130
37854,11779
64291,29476
23204,25998
41009,28930
8063,9990
28003,15495
23362,29999
35666,8400
38223,16290
63207,24352
29306,17995
32931,23000
72950,10450
16052,11975
51508,8099
28648,29500
21557,18500
36994,19700
25475,12149
5843,9798
47718,4998
10071,6495
48736,8299
74746,16995
43630,18950
29169,20300
12314,19250
60116,12610
36769,13399
41167,8998
74859,16285
8801,12795
40022,15500
21769,21590
49264,34995
45649,15550
10084,12490
4650,17481
32668,73950
7988,48155
19206,10995
53022,18000
49698,15290
18657,26495
56717,23990
66117,17298
21675,17732
49010,17495
19235,10000
5198,28599
31950,31499
16067,8280
37002,14998
17636,39990
73808,10500
21020,17988
38914,12500
3565,49998
74020,7240
31778,16495
11862,18250
63668,11698
41757,14995
42198,28480
14361,27950
75321,4990
26371,24499
21755,5370
16879,14988
38260,12995
47952,13799
4880,19995
19048,21500
14160,9998
24147,16365
66236,8599
56958,7990
14656,10195
73615,20998
10117,9491
4388,5698
964,17998
72976,16998
22999,20450
38993,26995
67638,10298
52362,8995
2147,10998
6632,7750
9371,15691
69605,39489
41584,15591
21615,3195
7249,10199
63200,6495
5914,7995
28208,14895
74527,18495
18405,6990
18544,11680
42985,3485
59838,27399
30863,27500
35394,13460
8771,18000
34642,13989
53112,10000
56488,24490
59377,15824
912,8990
69685,21995
56772,8295
59920,21495
2986,11650
4201,13299
48996,27995
38068,13600
67073,5971
38336,14932
19730,8200
17169,11640
14091,24490
24877,21497
23018,11889
18468,24985
22468,11800
66337,14991
17597,31298
52733,14399
43667,21388
3644,16460
28657,22270
70311,10000
5278,19500
43300,8099
27620,25989
10835,17895
68454,17520
7166,9291
72145,7995
33215,12000
5191,19194
53164,8495
34618,16989
51323,15000
59879,16490
63406,40322
69719,9700
28059,14700
191,8650
8967,16400
41026,7995
12537,10790
23145,9999
2215,5990
44615,17950
22398,9850
15400,7499
38552,11995
47059,20300
48229,25718
41377,19600
1283,24600
40730,14450
49321,8400
1061,12995
10573,19300
24710,16495
8449,10498
49284,14699
66959,13998
10510,19950
26861,6380
35931,13995
54367,17940
51046,61995
44921,13790
45837,28699
9401,5698
44654,13594
43888,20000
38763,16995
33885,11298
28491,19499
12289,13999
27781,14223
16248,15495
24939,21990
56553,7399
22598,9995
39620,6995
73265,22895
36427,7500
67913,11500
57406,7495
53526,9000
10824,31980
14782,15490
68867,12695
49430,9498
67678,8500
69061,5960
21163,27995
51517,22491
21381,44480
46328,1954
30701,13598
59127,9275
17485,8595
17981,11500
56397,7899
42837,13295
73236,9400
40521,13995
28566,12750
21848,15700
26001,7311
15531,10162
47944,8000
41110,16250
24432,6250
32722,8495
45072,30995
75396,15295
49837,11000
37917,8498
71918,9990
54826,16995
10363,9985
1163,10995
66196,18250
30974,28300
40474,7689
54482,29450
6362,18765
31652,21995
29281,4990
1001,9989
51436,9990
11725,7175
62714,18700
25117,10920
59472,8990
9159,5307
40351,22000
64490,6491
11603,10900
47720,21450
20393,6495
53654,27498
35457,2495
49329,10750
50683,14799
23674,18999
66798,16995
49664,28990
11615,15800
16152,10175
44471,28799
8896,22000
23052,12000
62939,7298
21078,8798
23624,9347
7546,6998
6438,12995
52982,10990
58124,18980
24043,8800
48692,22995
22253,14290
3864,11989
47553,5990
19270,24400
35644,12500
12137,9000
11927,4995
54208,8999
31735,31796
28248,36429
17999,7299
22418,7160
30473,19490
67050,18500
48292,26999
2478,9995
48130,23990
17117,27999
55546,16215
32510,12799
39125,17299
64581,31299
73649,18999
20765,11890
22309,15850
36277,8990
12345,6295
2573,11462
10571,10061
3693,15900
32889,24950
58368,30980
25267,30149
20250,31890
3678,14495
15797,14498
12358,10491
70749,10700
69536,7998
57663,31499
61010,8995
7156,21999
59207,9000
70421,17894
56065,4998
73340,11194
12440,24989
38738,12698
18550,18896
2286,15200
35765,11140
37790,12900
37263,8200
14170,13799
27627,7739
3267,10000
45712,17800
36684,11500
34423,14250
73429,21000
58121,9995
1563,13799
39416,4473
43461,30850
22917,8500
64329,24164
55394,14179
59327,15792
31352,16807
13600,9990
58137,15750
13741,30670
64538,8985
2061,17500
42290,9999
50102,10750
33569,24490
16367,12498
29325,9789
8389,9545
14893,24995
10584,19999
54172,13995
19134,14999
69202,28000
5991,21440
73844,28990
16372,24950
40319,6290
8577,8995
32245,9995
71225,11495
22769,5495
5376,7500
73398,6800
66642,17999
57328,12798
31116,8290
45819,24799
61093,5770
25460,7652
57711,21980
233,10888
73489,23000
19716,12990
17018,10700
65854,24626
25725,24980
28588,7638
54270,20499
23167,32475
51347,8498
22640,12700
12191,17979
72969,7291
20612,6795
50959,12899
35432,11333
69243,15200
19545,24495
45603,10999
20439,21380
34302,25995
47857,14890
31900,16995
11804,35995
40172,6200
61545,18995
4757,14994
47386,44988
69117,18250
37378,10495
62178,21998
49961,8499
23238,9990
59419,24498
8779,10175
16702,9995
50477,5490
38786,10699
58020,4490
68587,13999
11400,38992
44588,19199
37106,17250
74495,10800
62698,18350
122,14990
68310,7995
55094,14999
17481,14600
50275,17400
66837,5207
73391,13497
38392,22995
48394,21999
75079,12995
59263,25874
67958,7494
58134,19490
39770,19490
38543,6498
42966,9799
15668,20480
51081,15495
11423,25715
7635,24790
24729,11000
29408,8798
37737,63806
8031,4450
14112,8498
15357,25000
42697,43900
25361,9000
64909,10995
37151,23450
66679,10795
28131,7695
34105,23490
36914,11495
26821,12992
41595,14998
66136,4699
31429,37890
29681,37990
63563,8995
73189,12000
10135,8697
11650,20490
61413,33995
61236,11000
12290,5498
57161,46895
32750,11989
50711,13989
5499,26202
19782,26480
69327,17280
27088,15680
61173,18500
42509,14491
49913,4998
12164,13495
22642,9250
7622,22290
24524,10200
49979,15998
58973,17495
31817,8995
60615,29399
21225,21099
46023,8010
46271,29999
48091,8499
15685,13690
64487,18195
73012,18500
75237,18298
50966,7995
38101,16999
73989,20495
52727,23499
15282,43049
33852,19995
22504,17495
36142,26895
51551,18995
41182,15490
3445,12000
47677,12999
73466,11498
6134,9298
62270,5298
61842,8995
39656,10500
44914,17495
6153,8990
36793,7488
10320,16998
1323,18990
17313,67500
13229,14888
60000,12295
4984,22791
47372,16030
71725,10998
14358,31990
46464,8299
46114,9500
20037,21999
61088,11000
66288,14995
5237,20950
6783,16499
7362,16990
23013,8000
51994,7688
39237,9300
28698,21200
34689,12790
37585,11991
5267,11989
33627,15800
49232,27999
8029,24695
5228,17600
67732,21495
38250,19000
34151,11200
45088,16499
40847,19950
61838,17590
12162,8284
6998,2995
28567,21995
23288,11799
2057,30888
59021,23495
65005,10500
27852,18990
60497,7390
64639,13618
9568,10498
10425,18250
24693,28950
3213,13366
59313,8995
16135,9175
2357,2991
11787,6990
75560,8991
21678,31324
30497,25999
202,32995
69274,11990
49308,11290
14788,18994
55183,19000
66780,25899
75309,10490
31826,18300
65338,15499
63918,6999
23727,8898
15312,12998
58723,6430
30902,17495
34986,16000
5727,6250
24228,12295
58336,28929
28463,11490
70369,11995
53157,19950
52122,19495
33177,9980
20400,18990
19553,16998
45180,19749
22088,18250
36997,23995
57843,32290
69880,12350
32046,14991
42663,30990
34493,23995
15769,6470
53335,9790
62881,6495
14394,4170
52759,15000
1039,14700
3765,7995
46664,15995
41618,7750
70627,22990
20901,16699
22944,9500
49614,31699
14960,22500
16392,17999
17233,9100
11405,13983
26348,34200
23176,18000
60436,13499
24267,26176
45702,11495
49160,27995
48887,9502
53232,17698
15556,16000
3945,9980
59697,17700
37914,18250
30338,24980
11409,8995
25469,54500
1482,24495
10449,7298
42040,19995
48355,20995
53696,13300
37927,8998
23429,12495
9204,5995
6086,12129
23344,7530
68606,21755
48533,11850
58695,35995
59036,10499
57800,23498
56078,18995
66125,10000
50229,11810
52352,12799
46137,9477
61471,17990
57169,6999
32439,11400
61733,7995
47610,14995
54149,11698
63908,7500
68979,10498
19324,8151
14199,7393
18244,17700
62140,6995
54770,59995
55745,10750
5378,23790
12957,17991
23316,8488
50939,26495
31708,32000
73567,16999
5206,15340
30433,16998
22430,16900
58296,27880
21174,9799
41323,18991
29797,26995
75186,21000
38827,9488
64845,25700
52611,10000
49902,11991
74703,16300
35934,14490
72849,11991
68555,17399
32288,5995
28842,24440
55219,36980
30225,19795
35046,16781
26062,24399
3128,15000
50266,10160
68823,11990
51274,9000
20420,12095
23105,15900
60670,19995
70248,20291
3974,11497
23483,12995
1463,19545
71510,34990
44380,11290
43560,14750
44080,11998
5427,8695
47921,15940
13507,18290
61583,15995
54822,4250
8697,12499
23980,28698
70437,11391
61631,15750
41697,17995
55949,10500
12354,17495
70032,15000
42601,25850
2088,8491
74906,20995
13251,9000
47859,59991
12606,7995
25075,22990
72359,6998
43938,9750
50687,10495
32300,22095
68170,15491
46973,21481
25078,26972
66252,6970
69384,13359
71021,10295
37618,4750
16606,18500
36734,9698
9764,25888
44849,29990
12990,7998
51728,6290
18860,3689
72520,15000
64674,9895
68845,25980
13143,9995
73317,11000
37367,15998
61386,29849
73505,8700
32481,12698
62995,7475
62754,7991
60235,8999
67491,9495
6542,4698
59509,19490
66390,28400
6565,17000
1747,9647
1949,23970
45342,900
66620,13894
51234,14999
7804,11000
50002,11309
12959,15498
5353,9000
22290,12999
28584,5994
71321,17996
24120,17799
31150,6450
49739,16425
7263,16250
4157,9791
28460,11655
26239,8695
26160,10192
14115,1500
27877,15495
66046,22350
32279,48950
55182,20092
51518,5299
18462,34459
29804,28995
69735,16499
9403,14450
7270,16498
19790,11799
1587,1990
2942,10680
59818,20850
70934,7495
65039,7370
14742,12495
55874,9072
69504,10000
52467,34995
61999,17250
67276,2995
32162,21112
48688,8750
60024,16958
61525,14995
6832,6699
58431,14795
59709,25362
16441,25995
11634,9415
21917,27745
71766,20500
13615,25299
35162,7989
15644,25950
72235,38495
39705,23980
63640,9998
25426,20971
65061,6995
6031,23990
15558,7100
40119,28591
50949,11995
20012,4999
36575,10995
15877,7500
36525,9699
72903,10999
53506,24999
63522,14299
75443,18999
2126,16795
54735,19800
22650,11750
38453,34256
6560,8500
16354,18995
11404,10199
47447,9000
1478,10495
62730,10998
24851,7790
30243,24725
58961,16110
57803,6699
70432,5799
27646,17995
40716,16698
16424,10170
58604,20165
9777,27000
69937,22699
72621,9100
30236,9200
13861,26000
21057,15991
71128,25549
39971,14830
67089,18999
22897,42950
64216,12260
67316,23820
17431,23250
60632,25490
24427,6995
51073,14392
40897,6504
39176,7995
61006,17800
57197,7699
71565,13390
63824,7699
68022,12490
766,9348
72730,16500
48877,56990
30397,28480
69220,47990
38627,23499
18814,5990
29152,22990
43652,19298
18033,6299
54179,9950
35967,14990
48806,12995
2494,10200
75835,17498
67498,14698
7005,13295
56182,11295
9119,11995
32187,9692
31905,30403
58768,11999
74726,25990
17714,16990
6481,30490
74551,13999
39085,13100
70769,2175
6309,18480
16486,27440
69693,8000
52975,6698
50163,27900
59953,14499
40192,19995
46755,22495
27507,11990
48758,18795
1205,15499
73129,17245
53125,17500
46408,9790
51406,19500
65678,2478
21633,22699
15295,12000
3800,14000
67937,20950
32942,13332
60487,12700
36078,22000
73534,11991
36558,13695
1789,18494
8130,8700
9819,10298
27298,6299
49149,17100
73765,10800
40660,35490
59829,23062
50225,6650
41856,11998
28808,20491
20026,13470
23785,13995
68654,16998
41233,20349
29758,3888
16036,15999
5804,19790
45857,18698
50978,10999
63631,12295
53882,8990
44388,15000
61554,12400
62638,31698
46914,16998
4218,6999
62406,9850
14692,12000
44325,20892
12271,21500
68145,9399
19761,23790
26125,8998
14198,19490
16616,26490
12102,12600
27227,30190
15895,28500
59662,17232
65770,8110
57297,10495
72592,21400
29417,12600
22997,8699
43171,25450
11863,17990
11419,8995
74089,16999
48347,17495
45037,21980
8789,32500
60344,8100
55150,6999
21959,18000
44769,17400
8255,30990
967,11500
64882,24490
60782,7890
35021,13495
61122,20732
19193,16294
8088,20990
21554,32880
54613,17151
36348,19499
43791,8370
25156,8699
43456,7500
56528,21472
24765,22480
59271,23740
65813,6490
22691,8500
68158,8995
47918,8375
74586,14500
35850,19450
46941,17790
10126,18500
52403,16990
49378,12800
73228,13450
30191,10032
71561,17900
21631,4050
16417,10798
53939,27995
22003,8795
32621,16995
57726,14165
1744,29990
26285,67400
19356,15450
5547,18230
64480,7995
46822,8498
35407,18998
60763,14672
60537,26490
22585,49990
57293,6998
25649,32981
12586,7250
74534,19995
21694,45395
1254,7210
52254,10298
27683,17888
46310,16990
74303,36999
49880,16499
19337,12000
25393,7991
28383,13999
19826,18299
56353,27495
56122,9999
28722,10500
50337,29895
65430,21990
10834,33995
24647,9391
9682,12975
55652,11495
49259,17985
20307,11187
35499,11995
32992,16991
45820,21980
21188,21991
13489,21449
22437,12298
50710,24580
32923,16995
54956,17899
52340,14995
43731,9999
55597,10495
50828,14990
56771,5251
32480,16950
62029,6830
17747,10991
46252,8990
62175,19499
19500,7690
42112,7900
5384,11350
45495,6998
43440,9281
48960,47990
4705,11000
46868,10799
26523,6995
10884,10700
55218,14299
51135,9995
68647,18995
46692,11298
60856,15540
32359,15620
636,15235
23517,22000
16846,26995
60992,11450
64521,12999
55074,10799
22930,17750
62334,11465
45124,11290
37756,7999
27330,29532
70662,14200
17913,18000
40817,9300
27438,42995
52535,26999
57982,12000
62125,11320
25235,16999
18886,21960
26459,9000
19713,10000
49991,25699
15832,9998
74329,19795
39334,7298
47156,19890
48634,10500
17679,23000
70355,22000
51209,19490
13244,27597
44405,4249
3569,16222
36,9795
68997,12990
73399,10799
17286,18998
69073,14450
29976,12995
8180,29949
66185,11250
68446,21250
67194,11995
13085,16995
64802,13850
46410,14985
31822,9300
37727,8990
12214,14000
52879,20440
26071,9591
49509,8230
68174,9550
51993,9910
41709,22900
52412,11915
45411,16990
58291,23490
66952,6995
32502,17980
26770,11995
43120,12000
48857,13450
2426,15995
45766,19500
66964,12499
55732,9795
10695,23990
24435,12149
49810,10895
24268,8500
971,13289
60719,5995
10375,15995
52758,16000
68,27990
64921,20000
29986,11599
57621,14798
32048,12998
35079,12190
17808,11672
18584,19975
39465,15490
29602,33750
71783,13089
46979,4498
72957,13500
67616,10990
8617,7498
21918,20195
43761,20450
31720,36995
37808,7999
66459,23000
18400,8850
29629,30491
25344,23940
1151,11400
19684,19995
43800,19691
49983,17500
21886,15999
14096,30850
40823,19225
44031,13500
74989,10298
23987,17490
11336,7500
49134,12495
62875,17490
39820,25500
52818,28990
21200,11450
23612,15950
30546,9375
55937,18799
15002,6999
75474,24616
28769,2495
5222,19799
7650,18500
7550,20991
51758,23495
68490,13990
72159,15990
18460,12995
57076,18995
17474,10490
4643,18110
35460,37995
68292,8211
14938,12295
73770,14000
10299,7997
58424,9295
1519,15000
304,8495
19848,15830
11433,10795
50241,8699
64555,7799
23570,14498
36591,21600
44729,7995
48681,7199
75075,11750
35549,30998
49373,24724
44105,13995
57654,11971
16227,14950
22084,16000
51711,11491
18662,18800
17064,15700
38134,10800
66359,14795
17978,19498
41792,19900
1292,17495
73143,23750
56754,25000
35751,7561
30611,14495
32652,24990
11159,10295
38216,15995
60679,32195
51957,5995
73549,9200
39668,2750
38332,11000
51051,18998
2048,25500
60101,9000
4890,12500
53395,13600
2948,39844
72360,12389
33026,11800
12675,28498
59163,9295
25031,13990
6689,4595
7325,10530
9287,17443
31439,16495
11223,13995
56230,15750
48445,29995
32882,10390
30328,18790
71588,15151
64924,23899
70092,10495
19259,4499
18557,13650
61293,9998
2831,14298
71542,22124
5594,17890
34822,8991
21519,11995
13981,18799
40352,8490
28894,10498
18644,14750
24167,19990
49030,48898
11131,27099
20834,21490
52211,28990
64609,10290
52233,5885
16962,21990
19811,20998
67543,15000
24630,6782
48068,19000
60231,11491
71807,16989
39028,22998
50412,6491
72889,6740
64292,12832
49359,13998
65645,9495
68445,9295
62682,7998
40693,10990
60407,9300
29686,17250
41275,44500
49792,10998
21966,24360
46112,17000
44264,32000
74028,11900
4,22995
43426,21800
584,28999
44409,12295
28266,19750
47877,13995
56710,20192
24688,22950
53519,9495
9108,9290
67806,15199
49029,15199
62621,8691
48448,40996
2754,11491
30354,10495
31572,15998
66135,13485
25276,17499
75862,10798
70483,6766
20155,49399
40951,20692
52868,21498
6375,7999
8683,2495
40842,11350
67469,10250
40753,10000
32265,18673
43248,10995
29474,14500
39040,9490
61608,6495
15820,14595
2112,7795
69169,32950
2409,12000
59510,8450
8520,15700
26443,21980
64890,17498
74615,13750
43275,13295
67596,32000
45042,19644
19861,10695
4308,27400
42588,12995
13247,9495
54090,26490
30718,13490
57981,14075
60298,19988
42594,13000
28166,11455
25451,32940
62465,21790
33460,21395
49814,19498
21724,21750
49841,13600
64190,36990
13887,6500
15249,22270
71319,21996
67214,7700
36588,23924
40758,13490
9184,7295
73439,21790
37465,35420
43111,13521
70760,25499
4617,32069
22326,8995
68249,19999
54532,16019
24642,23411
25337,12128
56184,11645
65446,5995
75300,15280
41245,23760
39123,46395
59254,29995
67314,8800
33954,11199
36663,10995
52416,15295
71122,17599
1491,13000
75071,22480
21324,38995
63523,15799
34911,14980
74291,13999
35874,15990
60392,23999
18237,21972
70312,27000
62880,12998
8349,7500
39222,15675
21526,12390
8806,14924
24605,14499
4860,19995
17440,16495
23086,11869
37890,11295
42502,29250
5498,16999
15290,23199
68594,16499
48592,15990
15890,10310
443,14950
63195,4995
75685,9795
56965,14299
17373,22670
20660,10285
21281,26498
28580,5875
6270,13000
60528,14990
16051,13290
58238,12581
71387,10798
19956,10690
24229,11000
38901,14999
18830,8788
20341,38661
849,17995
6363,20436
32388,15200
54069,14995
14402,9990
